# Constructed from biom file
#OTU ID	BillFood4	BillFood5	CarolineMouseFecesD1	CarolineSoilRiverside	DhakeniaMFood2	DhakeniaMSoilCentralPark	JayHumanSkinE2	JaySoilLabSt	KeithMouseFecesE1	KeithSoilRiverside	MattMouseFeces	MattSoilRiverside	OmControl	OmFood1	OmMouseFecesC2	RuichaoFood3	RuichaoHumanSkinD1	VeshHumanSkin	VeshSoilRiverside
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Nonomuraea	0.0	9.0	0.0	0.0	0.0	32.0	0.0	12.0	0.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.0
k__Pseudomonadati;p__Gemmatimonadota;c__Gemmatimonadia;o__Gemmatimonadales;f__Gemmatimonadaceae;__	0.0	45.0	0.0	0.0	0.0	0.0	0.0	121.0	0.0	118.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	168.0
k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Aurantiacibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0
k__Pseudomonadati;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__Gemmata	0.0	51.0	0.0	0.0	0.0	33.0	0.0	17.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0
k__Bacillati;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Leptolinea	0.0	0.0	0.0	0.0	0.0	109.0	0.0	11.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Actinomycetota;c__Thermoleophilia;o__Miltoncostaeales;f__Miltoncostaeaceae;g__Miltoncostaea	0.0	24.0	0.0	0.0	0.0	147.0	0.0	30.0	0.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.0
k__Bacillati;p__Bacillota;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Guopingia	0.0	0.0	0.0	0.0	0.0	123.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	108.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Ignavibacteriota;c__Ignavibacteria;o__Ignavibacteriales;f__Melioribacteraceae;g__Melioribacter	0.0	0.0	0.0	0.0	0.0	135.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Sporomusaceae;g__Sporomusa	0.0	0.0	0.0	2.0	0.0	106.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Secundilactobacillus	86.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	106.0	0.0	0.0	0.0
k__Bacillati;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiales Family XVII. Incertae Sedis;g__Thermaerobacter	0.0	0.0	0.0	36.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	105.0	0.0	0.0	0.0
k__Bacillati;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Variimorphobacter	0.0	0.0	0.0	0.0	0.0	10.0	0.0	94.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Micromonosporales;f__Micromonosporaceae;g__Winogradskya	0.0	0.0	0.0	0.0	0.0	104.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Fredinandcohnia	0.0	0.0	0.0	37.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geotalea	0.0	0.0	0.0	0.0	0.0	41.0	0.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae;g__Actinomarinicola	0.0	33.0	0.0	0.0	0.0	8.0	0.0	34.0	0.0	198.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	176.0
k__Pseudomonadati;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Limisphaerales;f__Limisphaeraceae;g__Limisphaera	0.0	126.0	0.0	0.0	0.0	74.0	0.0	35.0	0.0	8.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__[Clostridium]	0.0	0.0	0.0	60.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Desulfuromonadales;f__Geothermobacteraceae;g__Geothermobacter	0.0	0.0	0.0	0.0	0.0	32.0	0.0	10.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.0
k__Bacillati;p__Bacillota;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Cohnella	0.0	0.0	0.0	0.0	0.0	99.0	0.0	42.0	0.0	0.0	0.0	110.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Sphaerisporangium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0
k__Pseudomonadati;p__Pseudomonadota;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0
k__Fusobacteriati;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Psychrilyobacter	0.0	0.0	0.0	0.0	0.0	96.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;g__Rubribacterium	0.0	0.0	0.0	0.0	0.0	57.0	0.0	13.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0
k__Pseudomonadati;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Lacipirellulaceae;g__Aeoliella	0.0	31.0	0.0	0.0	0.0	63.0	0.0	32.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0
k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Kaistiaceae;g__Bauldia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0
k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Roseiarcaceae;g__Roseiarcus	0.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Geminicoccales;f__Geminicoccaceae;g__Arboricoccus	0.0	36.0	0.0	0.0	0.0	98.0	0.0	18.0	0.0	296.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	244.0
k__Pseudomonadati;p__Elusimicrobiota;c__Endomicrobiia;o__Endomicrobiales;f__Endomicrobiaceae;g__Endomicrobium	0.0	0.0	0.0	0.0	0.0	390.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Bacillota;c__Clostridia;o__Christensenellales;f__Christensenellaceae;__	0.0	0.0	0.0	0.0	0.0	232.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;__	0.0	0.0	0.0	0.0	0.0	93.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Sporomusaceae;g__Dendrosporobacter	0.0	0.0	0.0	0.0	0.0	172.0	0.0	28.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Thermopolyspora	0.0	0.0	0.0	0.0	0.0	93.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Variibacter	0.0	0.0	0.0	0.0	0.0	93.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Limisphaerales;__;__	0.0	0.0	0.0	4.0	0.0	49.0	0.0	103.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Devosiaceae;g__Devosia	0.0	0.0	0.0	39.0	0.0	0.0	0.0	12.0	0.0	47.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Microbacteriaceae;__	0.0	62.0	0.0	0.0	0.0	43.0	0.0	14.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.0
k__Pseudomonadati;p__Acidobacteriota;c__Terriglobia;__;__;__	0.0	0.0	0.0	44.0	0.0	9.0	0.0	7.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Micromonosporales;f__Micromonosporaceae;g__Rugosimonospora	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Paracoccaceae;__	0.0	53.0	0.0	0.0	0.0	169.0	0.0	7.0	0.0	116.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	134.0
k__Pseudomonadati;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Thioprofundaceae;g__Thioprofundum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0
k__Bacteria;p__Bacteria;c__Deltaproteobacteria;o__Bradymonadales;f__Bradymonadaceae;g__Persicimonas	0.0	0.0	0.0	0.0	0.0	89.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Verrucomicrobiota;c__Spartobacteria;o__Chthoniobacterales;f__Chthoniobacteraceae;g__Chthoniobacter	0.0	87.0	0.0	0.0	0.0	92.0	0.0	47.0	0.0	9.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;__;__	0.0	38.0	0.0	0.0	0.0	137.0	0.0	184.0	0.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0
k__Pseudomonadati;p__Planctomycetota;c__Planctomycetia;o__Isosphaerales;f__Isosphaeraceae;g__Aquisphaera	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Thermoproteati;__;__;__;__;__	0.0	0.0	0.0	0.0	0.0	76.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__Limnoglobus	0.0	94.0	0.0	13.0	0.0	7.0	0.0	0.0	0.0	49.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	123.0
k__Pseudomonadati;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Thermoguttaceae;g__Thermostilla	0.0	27.0	0.0	0.0	0.0	517.0	0.0	147.0	0.0	123.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0
k__Bacillati;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Alkalicoccobacillus	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__Acidiferrimicrobium	0.0	0.0	0.0	55.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	83.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0
k__Pseudomonadati;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__Urbifossiella	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0
k__Pseudomonadati;p__Planctomycetota;c__Planctomycetia;o__Isosphaerales;f__Isosphaeraceae;g__Singulisphaera	0.0	0.0	0.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Geodermatophilales;f__Geodermatophilaceae;__	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0
k__Pseudomonadati;p__Thermodesulfobacteriota;__;__;__;__	0.0	25.0	0.0	78.0	0.0	179.0	0.0	8.0	0.0	0.0	0.0	84.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Thermodesulfobacteriota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Syntrophobacter	0.0	0.0	0.0	0.0	0.0	140.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Kineosporiales;f__Kineosporiaceae;g__Angustibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.0
k__Pseudomonadati;p__Pseudomonadota;c__Betaproteobacteria;o__Nitrosomonadales;f__Thiobacillaceae;g__Sulfuritortus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Aminipila	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Lentimicrobiaceae;g__Lentimicrobium	0.0	0.0	0.0	0.0	0.0	76.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Sporobacter	0.0	0.0	0.0	20.0	0.0	210.0	0.0	9.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Fervidibacillus	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Peptococcaceae;g__Phosphitispora	0.0	0.0	0.0	0.0	0.0	132.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;__;__	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Thermomonosporaceae;__	0.0	0.0	0.0	19.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Methanobacteriati;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus	0.0	0.0	0.0	0.0	0.0	175.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Streptosporangium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0
k__Pseudomonadati;p__Verrucomicrobiota;__;__;__;__	0.0	77.0	0.0	0.0	0.0	76.0	0.0	45.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;__;__	0.0	10.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Bacillota;c__Clostridia;o__Neomorellales;__;__	0.0	0.0	0.0	0.0	0.0	84.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Gemmatimonadota;c__Gemmatimonadia;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Roseisolibacter	0.0	41.0	0.0	13.0	0.0	30.0	0.0	20.0	0.0	86.0	0.0	87.0	0.0	0.0	0.0	0.0	0.0	0.0	116.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Intrasporangiaceae;__	0.0	19.0	0.0	0.0	0.0	75.0	0.0	52.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0
k__Pseudomonadati;p__Thermodesulfobacteriota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__Desulfovirga	0.0	0.0	0.0	0.0	0.0	101.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Proteiniclasticum	0.0	0.0	0.0	0.0	0.0	52.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Aestuariivirgaceae;__	0.0	15.0	0.0	0.0	0.0	19.0	0.0	14.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0
k__Bacillati;p__Bacillota;c__Clostridia;o__Halanaerobiales;f__Halanaerobiales;g__Anoxybacter	0.0	0.0	0.0	0.0	0.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Thermobispora	0.0	0.0	0.0	0.0	0.0	116.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Planctomycetota;c__Planctomycetia;o__Isosphaerales;f__Isosphaeraceae;g__Tautonia	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	70.0
k__Pseudomonadati;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;__	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Micromonosporales;f__Micromonosporaceae;g__Pilimelia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	153.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;__	0.0	32.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0
k__Pseudomonadati;p__Verrucomicrobiota;c__Verrucomicrobiia;__;__;__	0.0	56.0	0.0	0.0	0.0	69.0	0.0	26.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0
k__Pseudomonadati;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;__	0.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0
k__Bacillati;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Romboutsia	0.0	6.0	0.0	23.0	0.0	88.0	0.0	13.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Syntrophomonadaceae;g__Syntrophomonas	0.0	0.0	0.0	0.0	0.0	148.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Bacillota;c__Clostridia;o__Neomorellales;f__Zhaonellaceae;g__Zhaonella	0.0	0.0	0.0	0.0	0.0	78.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Longilinea	0.0	0.0	0.0	0.0	0.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Hyphomicrobiaceae;g__Filomicrobium	0.0	22.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0
k__Pseudomonadati;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__Acidobacteriaceae;g__Acidipila	0.0	0.0	0.0	65.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Myxococcota;c__Myxococcota;o__Nannocystales;f__Nannocystaceae;g__Plesiocystis	0.0	15.0	0.0	0.0	0.0	85.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0
k__Pseudomonadati;p__Myxococcota;c__Myxococcota;o__Haliangiales;f__Kofleriaceae;__	0.0	23.0	0.0	0.0	0.0	83.0	0.0	25.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;__	0.0	0.0	0.0	0.0	0.0	84.0	0.0	31.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Chlamydiota;c__Chlamydiia;o__Parachlamydiales;f__Parachlamydiaceae;g__Neochlamydia	0.0	0.0	0.0	0.0	0.0	136.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Planctomycetota;c__Planctomycetia;o__Isosphaerales;f__Isosphaeraceae;__	0.0	63.0	0.0	10.0	0.0	82.0	0.0	17.0	0.0	90.0	0.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0
k__Bacillati;p__Bacillota;c__Clostridia;o__Caldicoprobacterales;f__Caldicoprobacteraceae;g__Caldicoprobacter	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Methylocystaceae;g__Methylosinus	0.0	0.0	0.0	0.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Myxococcota;c__Myxococcota;o__Polyangiales;f__Polyangiaceae;g__Sorangium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0
k__Bacillati;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Sinanaerobacter	0.0	0.0	0.0	0.0	0.0	92.0	0.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Thermodesulfobacteriota;c__Desulfuromonadia;__;__;__	0.0	17.0	0.0	0.0	0.0	85.0	0.0	37.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0
k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Reyranellaceae;g__Reyranella	0.0	31.0	0.0	0.0	0.0	21.0	0.0	9.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Corynebacterium	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0
